Data da venda,Nome Produto,Categoria do produto,Valor unitário,Quantidade vendida,Nome do cliente,Faixa etária do cliente,Gênero do cliente,Localização da compra
2024-10-02 23:28:10.143248,Cookie,Doces,6.8,1,Robert Garza,26-35,Feminino,Online
2024-01-20 09:56:35.565545,Empada de Palmito,Salgados,9.8,2,Joseph Haynes,36-45,Masculino,São Paulo
2024-03-05 05:02:28.581648,Empada de Palmito,Salgados,9.8,2,Justin Torres,18-25,Masculino,Paraná
2024-04-25 13:02:15.752678,Quiche de Alho-poró,Salgados,11.0,4,Anna Walker,26-35,Masculino,Online
2024-03-09 00:07:57.803045,Coxinha Vegana,Salgados,10.2,3,Nancy Brown,56+,Outro,Online
2024-03-05 14:23:42.035889,Café Arábica,Cafés Especiais,12.9,2,Garrett Lin,36-45,Feminino,Paraná
2024-09-11 07:07:35.053993,Empada de Palmito,Salgados,9.8,2,Michael Warner,26-35,Outro,Brasília
2024-06-27 18:51:48.274713,Bolo de Cenoura,Doces,9.9,2,Joseph Smith,46-55,Masculino,Paraná
2024-05-07 22:18:22.642441,Chá de Camomila,Chás Artesanais,8.9,4,Alexander Collins,26-35,Feminino,Paraná
2024-06-13 23:07:49.729967,Bolo de Cenoura,Doces,9.9,3,Angelica Tucker,18-25,Masculino,Paraná
2024-10-30 08:11:20.395119,Cookie,Doces,6.8,1,Justin Freeman,46-55,Masculino,Paraná
2024-10-31 04:01:20.731028,Coxinha Vegana,Salgados,10.2,4,Kathryn Price,26-35,Masculino,Paraná
2024-07-15 19:02:07.493350,Bolo de Cenoura,Doces,9.9,4,Christina Gilbert,56+,Masculino,Brasília
2024-09-13 21:27:25.911501,Empada de Palmito,Salgados,9.8,3,Daniel Brown,46-55,Masculino,Brasília
2024-10-22 02:13:05.327452,Brownie,Doces,7.5,3,Jesse Castro,26-35,Masculino,Paraná
2024-03-16 01:35:35.333182,Empada de Palmito,Salgados,9.8,4,Tracy Chavez,26-35,Masculino,Brasília
2024-07-02 23:05:25.852006,Café Orgânico,Cafés Especiais,14.5,1,Eddie Sanders,18-25,Masculino,Brasília
2024-10-16 18:03:41.331978,Quiche de Alho-poró,Salgados,11.0,4,Mary Adkins,56+,Masculino,Online
2024-10-09 12:18:30.538379,Cookie,Doces,6.8,3,Danielle Murray,46-55,Outro,São Paulo
2024-06-19 17:08:01.380665,Brownie,Doces,7.5,1,Ellen Morgan,36-45,Feminino,Online
2024-02-12 01:47:06.410455,Coxinha Vegana,Salgados,10.2,3,Jose Ramirez,36-45,Masculino,Online
2024-03-09 21:10:46.398274,Café Arábica,Cafés Especiais,12.9,1,Eric Williams,26-35,Masculino,Paraná
2024-08-02 18:11:13.504498,Chá de Camomila,Chás Artesanais,8.9,2,Debbie Dunn,46-55,Outro,Online
2024-05-17 10:50:34.864487,Chá de Camomila,Chás Artesanais,8.9,3,Christine Zavala,26-35,Outro,São Paulo
2024-01-13 01:18:30.713830,Chá Verde,Chás Artesanais,8.5,3,Michael Mitchell,26-35,Masculino,Brasília
2024-08-17 14:40:00.003021,Café Arábica,Cafés Especiais,12.9,4,Martha Smith,26-35,Masculino,Paraná
2024-01-03 05:52:21.104113,Brownie,Doces,7.5,3,Kelly Mclaughlin,18-25,Feminino,São Paulo
2024-05-02 03:29:06.533570,Empada de Palmito,Salgados,9.8,3,Judith Carter,56+,Masculino,Paraná
2024-02-06 00:31:07.845015,Café Arábica,Cafés Especiais,12.9,2,Benjamin Duncan,46-55,Feminino,Brasília
2024-04-21 05:24:31.770753,Coxinha Vegana,Salgados,10.2,3,Casey Wilkins,46-55,Outro,São Paulo
2024-03-08 23:28:34.053519,Coxinha Vegana,Salgados,10.2,2,Brittney Martin,26-35,Masculino,São Paulo
2024-10-22 09:54:04.271366,Quiche de Alho-poró,Salgados,11.0,2,Cheryl Mclean,18-25,Masculino,Brasília
2024-07-29 22:33:08.109871,Chá Verde,Chás Artesanais,8.5,2,Krista Gibson,56+,Outro,Paraná
2024-05-25 12:17:23.479033,Cookie,Doces,6.8,2,Laura Mckinney,18-25,Masculino,Paraná
2024-04-02 13:39:13.616241,Empada de Palmito,Salgados,9.8,1,Michele Hill,18-25,Feminino,Brasília
2024-05-03 05:55:55.299293,Café Robusta,Cafés Especiais,10.9,4,Mrs. Felicia Castro DDS,26-35,Masculino,Paraná
2024-04-19 21:34:01.520043,Cookie,Doces,6.8,1,Ann Montoya,18-25,Outro,Paraná
2024-11-16 01:39:59.019504,Chá de Camomila,Chás Artesanais,8.9,3,Joshua Cooke,36-45,Feminino,Online
2024-11-24 22:55:17.825979,Café Robusta,Cafés Especiais,10.9,1,Jennifer Garcia,36-45,Feminino,Brasília
2024-06-02 01:15:30.957443,Chá Verde,Chás Artesanais,8.5,1,Nicole Parrish,36-45,Masculino,São Paulo
2024-12-14 07:30:44.597165,Chá de Camomila,Chás Artesanais,8.9,3,Shannon Yu,46-55,Masculino,São Paulo
2024-01-11 18:52:02.679177,Cookie,Doces,6.8,3,Ian Torres,26-35,Masculino,Online
2024-12-02 02:13:16.508143,Chá Verde,Chás Artesanais,8.5,3,David Washington,26-35,Masculino,São Paulo
2024-12-18 09:42:24.780496,Brownie,Doces,7.5,1,Richard Hunt,18-25,Feminino,São Paulo
2024-03-13 10:39:46.123269,Cookie,Doces,6.8,1,Daniel Freeman,26-35,Feminino,Paraná
2024-10-01 13:52:07.941491,Café Arábica,Cafés Especiais,12.9,3,William Harrison,18-25,Feminino,Brasília
2024-05-01 20:46:54.291769,Chá de Hibisco,Chás Artesanais,9.2,4,Anna Henderson,26-35,Outro,São Paulo
2024-12-20 01:07:54.630546,Chá Verde,Chás Artesanais,8.5,4,Rebecca Henderson,26-35,Masculino,Brasília
2024-10-06 09:52:31.170699,Coxinha Vegana,Salgados,10.2,2,Jessica Stephens,56+,Feminino,Online
2024-06-16 02:06:57.244860,Coxinha Vegana,Salgados,10.2,3,Jonathan York,36-45,Outro,Brasília
2024-01-01 19:13:41.978397,Cookie,Doces,6.8,2,Sylvia Schroeder,46-55,Feminino,São Paulo
2024-11-18 18:16:06.650728,Bolo de Cenoura,Doces,9.9,4,Amber Vang,26-35,Outro,Brasília
2024-01-30 21:03:31.822771,Empada de Palmito,Salgados,9.8,2,Erica Glass,46-55,Outro,São Paulo
2024-03-15 19:58:39.469681,Chá Verde,Chás Artesanais,8.5,3,Maria Coleman,18-25,Masculino,São Paulo
2024-03-30 12:40:46.361032,Café Orgânico,Cafés Especiais,14.5,3,John Bishop,36-45,Feminino,Brasília
2024-11-04 14:53:18.715484,Chá Verde,Chás Artesanais,8.5,3,Robert Arnold,18-25,Outro,Paraná
2024-06-23 07:06:55.816435,Bolo de Cenoura,Doces,9.9,1,Tamara Harris,26-35,Outro,Paraná
2024-06-20 08:45:14.491355,Chá de Hibisco,Chás Artesanais,9.2,2,Austin Baker,26-35,Masculino,Brasília
2024-09-12 15:33:34.016045,Quiche de Alho-poró,Salgados,11.0,4,Jessica Smith,46-55,Masculino,Brasília
2024-08-31 00:29:51.610436,Chá de Camomila,Chás Artesanais,8.9,4,William Baker,46-55,Masculino,São Paulo
2024-09-14 17:04:51.531297,Empada de Palmito,Salgados,9.8,4,Tommy Walter,36-45,Feminino,Paraná
2024-02-04 13:19:30.659542,Chá de Camomila,Chás Artesanais,8.9,1,Daniel Campbell,46-55,Outro,Online
2024-10-05 22:50:31.031541,Coxinha Vegana,Salgados,10.2,1,Lauren Green,36-45,Outro,Online
2024-10-09 16:53:14.244030,Café Orgânico,Cafés Especiais,14.5,3,Reginald Knapp,36-45,Outro,Paraná
2024-10-26 01:14:00.528629,Brownie,Doces,7.5,4,Hannah Everett,26-35,Feminino,Online
2024-06-03 01:19:53.388604,Café Orgânico,Cafés Especiais,14.5,1,Lori Mitchell,26-35,Outro,Paraná
2024-01-27 12:20:54.649097,Café Robusta,Cafés Especiais,10.9,3,Amy Miller,36-45,Outro,São Paulo
2024-09-27 20:33:11.453924,Café Arábica,Cafés Especiais,12.9,4,Ryan Mcmahon,26-35,Masculino,Brasília
2024-03-21 18:22:25.756724,Brownie,Doces,7.5,2,Tammy Hill,26-35,Feminino,Online
2024-10-07 04:16:09.956620,Café Orgânico,Cafés Especiais,14.5,3,Sergio Knight,26-35,Outro,São Paulo
2024-05-04 08:38:54.526057,Chá de Camomila,Chás Artesanais,8.9,1,Alfred Galvan,46-55,Masculino,Paraná
2024-08-10 04:43:56.282387,Chá de Camomila,Chás Artesanais,8.9,1,Timothy Moore,26-35,Masculino,Paraná
2024-11-29 15:25:40.530893,Chá de Camomila,Chás Artesanais,8.9,3,Jill Powers,56+,Masculino,Paraná
2024-02-20 19:07:42.679561,Chá Verde,Chás Artesanais,8.5,3,Robert Woods,18-25,Outro,São Paulo
2024-03-18 15:52:55.840876,Chá de Camomila,Chás Artesanais,8.9,1,Vanessa Rivera,56+,Feminino,São Paulo
2024-05-03 13:05:03.156120,Brownie,Doces,7.5,2,Lori Alvarez,56+,Feminino,Paraná
2024-06-04 09:53:04.563439,Quiche de Alho-poró,Salgados,11.0,4,Nicole Williams,26-35,Feminino,Online
2024-05-21 17:43:42.044008,Brownie,Doces,7.5,2,Joseph Jimenez,56+,Masculino,Brasília
2024-01-13 14:22:01.635075,Bolo de Cenoura,Doces,9.9,3,Jason Williams,36-45,Masculino,Brasília
2024-06-02 18:35:55.695413,Café Robusta,Cafés Especiais,10.9,2,Carolyn Miller,18-25,Masculino,São Paulo
2024-09-06 06:12:27.204196,Coxinha Vegana,Salgados,10.2,1,Matthew Watts,26-35,Outro,São Paulo
2024-06-18 22:15:02.464743,Chá de Hibisco,Chás Artesanais,9.2,3,Amber Wright,18-25,Feminino,São Paulo
2024-09-07 15:39:16.941990,Coxinha Vegana,Salgados,10.2,4,Steve Miller PhD,36-45,Outro,São Paulo
2024-11-10 00:01:33.923981,Chá de Hibisco,Chás Artesanais,9.2,1,Stephanie Byrd,36-45,Feminino,Brasília
2024-01-05 21:01:21.532810,Café Orgânico,Cafés Especiais,14.5,1,Randy Cannon,26-35,Outro,Online
2024-07-28 01:12:21.367720,Chá de Camomila,Chás Artesanais,8.9,4,Elizabeth Dean,26-35,Masculino,Online
2024-06-14 17:14:53.726709,Chá Verde,Chás Artesanais,8.5,4,Katherine Graham,56+,Outro,Paraná
2024-12-16 13:15:50.243283,Brownie,Doces,7.5,2,Amy Garcia,46-55,Feminino,Brasília
2024-10-08 12:15:22.121865,Empada de Palmito,Salgados,9.8,3,Emily Arnold,18-25,Outro,Online
2024-04-04 08:16:15.131451,Brownie,Doces,7.5,4,Susan Powers,18-25,Outro,Paraná
2024-08-08 03:45:47.447677,Chá de Camomila,Chás Artesanais,8.9,4,Peter Thompson,46-55,Feminino,Online
2024-06-13 17:00:06.173218,Café Orgânico,Cafés Especiais,14.5,3,Anthony Everett,46-55,Feminino,Paraná
2024-06-21 13:32:42.470264,Bolo de Cenoura,Doces,9.9,4,Danielle Bryant,26-35,Outro,Paraná
2024-07-14 23:32:42.430803,Brownie,Doces,7.5,4,Justin Baker,18-25,Feminino,São Paulo
2024-10-13 02:22:31.470646,Coxinha Vegana,Salgados,10.2,2,Mary Henry,26-35,Feminino,Brasília
2024-07-13 14:04:04.205953,Quiche de Alho-poró,Salgados,11.0,1,Brandy Myers,46-55,Feminino,Online
2024-09-03 06:07:29.723147,Café Orgânico,Cafés Especiais,14.5,1,Courtney Mills,36-45,Outro,Brasília
2024-05-03 10:24:09.525696,Café Arábica,Cafés Especiais,12.9,1,Lisa Guerra,46-55,Feminino,Online
2024-08-03 09:51:46.820646,Quiche de Alho-poró,Salgados,11.0,1,Nicholas Long,18-25,Outro,Online
2024-10-23 16:23:07.564929,Quiche de Alho-poró,Salgados,11.0,4,Karen Thomas,26-35,Feminino,Online
2024-06-15 18:03:09.766350,Café Arábica,Cafés Especiais,12.9,3,Glenn Gallegos,18-25,Outro,Paraná
2024-04-12 06:21:09.824172,Café Robusta,Cafés Especiais,10.9,3,Richard Wood,26-35,Masculino,Online
2024-06-27 05:42:36.141530,Cookie,Doces,6.8,2,Emily Lane,36-45,Feminino,São Paulo
2024-11-20 07:34:44.956703,Cookie,Doces,6.8,2,Kevin Marquez,18-25,Feminino,Paraná
2024-04-02 23:13:39.975669,Chá Verde,Chás Artesanais,8.5,4,Matthew Wright,46-55,Outro,Paraná
2024-04-18 05:45:40.505352,Empada de Palmito,Salgados,9.8,3,Ronald Murray,46-55,Feminino,Brasília
2024-07-17 06:12:49.741968,Cookie,Doces,6.8,3,Jessica Larsen,26-35,Masculino,Paraná
2024-05-10 14:01:55.086798,Brownie,Doces,7.5,1,Nicholas Fitzgerald,36-45,Outro,Online
2024-04-28 23:54:39.848283,Bolo de Cenoura,Doces,9.9,4,Jimmy Marks,36-45,Feminino,São Paulo
2024-08-05 05:47:44.559061,Bolo de Cenoura,Doces,9.9,4,Anthony Armstrong,26-35,Feminino,Paraná
2024-01-14 17:38:42.073836,Chá Verde,Chás Artesanais,8.5,1,Emma Butler,18-25,Masculino,Paraná
2024-03-31 07:29:29.309749,Bolo de Cenoura,Doces,9.9,4,Nicholas Lawrence,18-25,Outro,Brasília
2024-02-04 16:50:15.539106,Chá Verde,Chás Artesanais,8.5,4,Dr. Hannah Patterson,36-45,Outro,Online
2024-08-19 20:57:50.007816,Brownie,Doces,7.5,2,Corey Norris,26-35,Feminino,Online
2024-04-10 20:08:58.069998,Chá de Hibisco,Chás Artesanais,9.2,3,Melissa Martinez,46-55,Outro,Paraná
2024-09-08 16:02:11.225958,Café Robusta,Cafés Especiais,10.9,4,Kelsey Rodriguez,26-35,Masculino,São Paulo
2024-10-28 02:12:44.367989,Chá de Camomila,Chás Artesanais,8.9,2,Nancy Evans MD,18-25,Masculino,São Paulo
2024-09-24 22:49:42.168635,Chá Verde,Chás Artesanais,8.5,3,David Reed,36-45,Masculino,São Paulo
2024-06-16 17:22:22.407232,Café Robusta,Cafés Especiais,10.9,1,Phillip Berry,56+,Outro,Online
2024-05-16 20:30:25.402922,Empada de Palmito,Salgados,9.8,2,Ernest Bush,36-45,Outro,São Paulo
2024-12-22 23:12:33.290953,Coxinha Vegana,Salgados,10.2,2,Larry Lane,26-35,Feminino,Online
2024-11-17 02:59:11.421856,Bolo de Cenoura,Doces,9.9,3,James Jones,56+,Feminino,Online
2024-12-23 16:56:40.016682,Cookie,Doces,6.8,1,Christopher Porter,56+,Masculino,Paraná
2024-12-04 09:44:15.033126,Brownie,Doces,7.5,2,Zachary Jones,36-45,Feminino,São Paulo
2024-06-03 18:20:25.366541,Chá Verde,Chás Artesanais,8.5,4,Samantha Chavez,46-55,Outro,Online
2024-12-12 03:32:59.881681,Brownie,Doces,7.5,4,Stephanie Herrera,46-55,Masculino,Paraná
2024-08-26 00:33:52.568857,Chá de Hibisco,Chás Artesanais,9.2,4,Angel Gordon,36-45,Masculino,Online
2024-11-01 23:53:16.743938,Empada de Palmito,Salgados,9.8,1,Mary Henry,26-35,Masculino,Brasília
2024-02-12 22:20:13.452828,Quiche de Alho-poró,Salgados,11.0,2,Mary Adkins,18-25,Feminino,Online
2024-04-05 11:51:18.510186,Chá Verde,Chás Artesanais,8.5,4,Alejandro Martinez,26-35,Outro,Paraná
2024-07-06 03:25:06.845195,Bolo de Cenoura,Doces,9.9,1,Timothy Duncan,36-45,Feminino,Online
2024-03-29 05:41:30.327504,Chá de Hibisco,Chás Artesanais,9.2,4,Jeremy Mitchell,36-45,Feminino,Paraná
2024-05-16 21:07:50.101940,Brownie,Doces,7.5,3,Michelle Rodriguez,46-55,Outro,Online
2024-10-04 20:16:05.508564,Chá de Camomila,Chás Artesanais,8.9,2,Justin Frederick,36-45,Masculino,Brasília
2024-09-29 13:23:28.248537,Bolo de Cenoura,Doces,9.9,2,Donna Landry,46-55,Masculino,Brasília
2024-04-11 14:54:45.091165,Quiche de Alho-poró,Salgados,11.0,1,Vanessa Howard,36-45,Masculino,São Paulo
2024-08-08 08:25:21.167231,Chá Verde,Chás Artesanais,8.5,1,Dawn Parker,56+,Outro,Brasília
2024-09-04 11:17:01.951901,Brownie,Doces,7.5,2,Debra Christian,56+,Outro,Online
2024-05-28 19:16:44.439195,Empada de Palmito,Salgados,9.8,4,Robert Charles,26-35,Feminino,São Paulo
2024-05-31 01:51:38.875318,Café Robusta,Cafés Especiais,10.9,4,Nancy Stewart,18-25,Feminino,Paraná
2024-04-07 04:19:54.075776,Coxinha Vegana,Salgados,10.2,3,Paula Bradley,26-35,Masculino,São Paulo
2024-12-22 09:21:17.202509,Bolo de Cenoura,Doces,9.9,4,Alison Williams,18-25,Feminino,Brasília
2024-03-21 18:21:01.693551,Brownie,Doces,7.5,1,Deborah Graves,36-45,Outro,Brasília
2024-04-28 02:32:48.687925,Brownie,Doces,7.5,1,Theresa Williams,18-25,Outro,Brasília
2024-04-15 22:14:18.859406,Café Robusta,Cafés Especiais,10.9,4,Elizabeth Mendez,26-35,Outro,Paraná
2024-10-28 19:58:27.171001,Café Arábica,Cafés Especiais,12.9,1,Adam Burgess,36-45,Feminino,São Paulo
2024-08-19 04:19:06.087144,Chá de Hibisco,Chás Artesanais,9.2,2,Adam Vaughan,46-55,Masculino,Paraná
2024-05-21 13:24:07.751836,Chá de Hibisco,Chás Artesanais,9.2,2,John Lee,46-55,Masculino,São Paulo
2024-01-05 05:25:12.632382,Coxinha Vegana,Salgados,10.2,4,John Dixon,18-25,Outro,Brasília
2024-05-06 22:53:15.224508,Cookie,Doces,6.8,2,Courtney Mills,26-35,Masculino,São Paulo
2024-06-17 06:20:08.120735,Café Robusta,Cafés Especiais,10.9,2,Dana Chapman,36-45,Outro,Paraná
2024-03-17 03:27:52.709532,Quiche de Alho-poró,Salgados,11.0,3,John Garcia,46-55,Feminino,Brasília
2024-09-02 15:02:16.331741,Café Robusta,Cafés Especiais,10.9,3,Katherine Martinez,26-35,Masculino,Online
2024-01-12 17:54:07.808910,Chá de Hibisco,Chás Artesanais,9.2,2,Daniel Baker,26-35,Feminino,Brasília
2024-12-19 04:22:32.510489,Café Orgânico,Cafés Especiais,14.5,4,Jessica Harris,26-35,Outro,Online
2024-07-23 03:36:43.560129,Chá de Hibisco,Chás Artesanais,9.2,3,Eric Thomas,18-25,Masculino,Paraná
2024-03-16 12:53:32.215310,Empada de Palmito,Salgados,9.8,1,Nathan Nelson,26-35,Feminino,Brasília
2024-05-14 20:16:43.594130,Coxinha Vegana,Salgados,10.2,1,Travis Hobbs,36-45,Outro,Online
2024-04-25 09:59:06.167727,Cookie,Doces,6.8,1,Richard Hunt,46-55,Outro,Brasília
2024-01-11 13:29:19.470035,Café Arábica,Cafés Especiais,12.9,4,Jill Powers,18-25,Outro,São Paulo
2024-03-01 20:26:24.186180,Bolo de Cenoura,Doces,9.9,2,Jessica Smith,26-35,Masculino,Paraná
2024-06-06 16:28:18.637433,Coxinha Vegana,Salgados,10.2,1,Randy Friedman,56+,Masculino,Online
2024-01-09 04:48:52.840843,Chá de Camomila,Chás Artesanais,8.9,4,Margaret Miller,36-45,Masculino,São Paulo
2024-07-22 21:55:01.964690,Café Robusta,Cafés Especiais,10.9,3,Anita Luna,18-25,Masculino,Paraná
2024-03-26 00:56:32.689991,Café Orgânico,Cafés Especiais,14.5,2,Gwendolyn Klein,26-35,Outro,Brasília
2024-02-18 11:56:26.441961,Café Robusta,Cafés Especiais,10.9,3,Maria Jones,56+,Masculino,Paraná
2024-11-06 08:05:39.656872,Café Arábica,Cafés Especiais,12.9,4,Destiny Obrien,46-55,Feminino,São Paulo
2024-03-20 02:40:52.597728,Coxinha Vegana,Salgados,10.2,1,Amanda Terrell,56+,Feminino,Brasília
2024-07-27 02:59:36.563388,Chá Verde,Chás Artesanais,8.5,1,Kimberly Smith,18-25,Outro,Paraná
2024-02-28 17:29:11.566637,Quiche de Alho-poró,Salgados,11.0,4,Timothy Monroe,36-45,Outro,Paraná
2024-09-25 16:59:03.480807,Chá de Camomila,Chás Artesanais,8.9,1,Desiree Spencer,56+,Feminino,Brasília
2024-05-29 01:15:41.582356,Empada de Palmito,Salgados,9.8,2,Eric Patrick,26-35,Masculino,Online
2024-06-01 14:14:09.106290,Bolo de Cenoura,Doces,9.9,4,Patty Perez,36-45,Feminino,Brasília
2024-04-26 22:19:38.528441,Coxinha Vegana,Salgados,10.2,3,Tonya Ellis,36-45,Masculino,Brasília
2024-02-08 00:12:44.071104,Café Arábica,Cafés Especiais,12.9,4,Philip Fernandez,46-55,Masculino,São Paulo
2024-12-16 09:54:00.555365,Brownie,Doces,7.5,2,Keith Meadows,36-45,Outro,Online
2024-04-25 12:35:51.165723,Bolo de Cenoura,Doces,9.9,2,Dwayne Klein,26-35,Outro,Paraná
2024-05-23 06:45:34.309889,Café Arábica,Cafés Especiais,12.9,4,Patricia Young PhD,46-55,Masculino,Brasília
2024-06-29 03:27:26.982808,Coxinha Vegana,Salgados,10.2,4,Katie Suarez,26-35,Masculino,Online
2024-10-28 08:07:59.390337,Coxinha Vegana,Salgados,10.2,1,Michael Bradshaw,18-25,Feminino,São Paulo
2024-12-03 00:37:56.269385,Café Orgânico,Cafés Especiais,14.5,2,Michael Hendricks,18-25,Feminino,Paraná
2024-04-15 18:09:05.535085,Quiche de Alho-poró,Salgados,11.0,4,Jeremy Reed,26-35,Masculino,São Paulo
2024-05-01 07:33:03.553930,Chá de Camomila,Chás Artesanais,8.9,4,Amber Yang,18-25,Masculino,São Paulo
2024-03-03 14:08:46.357571,Cookie,Doces,6.8,2,Steven Cook,18-25,Feminino,São Paulo
2024-05-19 13:25:16.504456,Café Robusta,Cafés Especiais,10.9,4,Allen Mendez,18-25,Feminino,Brasília
2024-12-21 22:22:39.663614,Chá Verde,Chás Artesanais,8.5,1,Mrs. Michele Boyd,18-25,Outro,Online
2024-08-20 17:34:26.436512,Café Robusta,Cafés Especiais,10.9,2,Patricia Rodriguez,46-55,Outro,Paraná
2024-02-20 19:26:10.584998,Chá Verde,Chás Artesanais,8.5,1,Misty Garcia,56+,Masculino,Brasília
2024-12-30 01:03:45.261828,Café Robusta,Cafés Especiais,10.9,1,Arthur Mcneil,26-35,Outro,São Paulo
2024-09-24 17:47:57.396000,Cookie,Doces,6.8,1,Steve Sanchez,18-25,Masculino,São Paulo
2024-04-28 12:54:02.143434,Café Robusta,Cafés Especiais,10.9,1,Gina Moore,36-45,Feminino,Brasília
2024-07-26 14:23:16.221866,Chá de Camomila,Chás Artesanais,8.9,2,Brittney Phillips,36-45,Masculino,Brasília
2024-02-03 15:46:59.062628,Quiche de Alho-poró,Salgados,11.0,1,Diane Mcdowell,26-35,Outro,Online
2024-09-28 20:57:32.984908,Quiche de Alho-poró,Salgados,11.0,1,Monica Miller,36-45,Outro,Paraná
2024-08-26 03:16:56.115456,Bolo de Cenoura,Doces,9.9,4,Sandra Rivera,26-35,Masculino,Online
2024-11-11 17:31:07.569385,Brownie,Doces,7.5,2,John Young,26-35,Outro,São Paulo
2024-02-28 19:12:44.600436,Empada de Palmito,Salgados,9.8,2,Heather Maldonado,18-25,Outro,Brasília
2024-11-15 06:31:20.335755,Empada de Palmito,Salgados,9.8,3,Ryan Gonzalez,18-25,Feminino,São Paulo
2024-12-08 06:22:31.650901,Coxinha Vegana,Salgados,10.2,2,Brandon Smith,36-45,Masculino,Online
2024-04-27 05:37:32.780794,Empada de Palmito,Salgados,9.8,2,Kathryn Price,36-45,Feminino,Online
2024-11-22 00:20:01.154860,Empada de Palmito,Salgados,9.8,3,Pamela Gutierrez,26-35,Feminino,São Paulo
2024-06-17 18:23:56.205561,Chá Verde,Chás Artesanais,8.5,2,Mrs. Diane Reyes,36-45,Outro,São Paulo
2024-08-08 07:37:46.425718,Cookie,Doces,6.8,2,John Garcia,46-55,Feminino,Paraná
2024-10-17 01:32:13.748067,Brownie,Doces,7.5,2,Kimberly Fritz,18-25,Masculino,Online
2024-07-01 11:31:36.439126,Bolo de Cenoura,Doces,9.9,2,Ashley Edwards,18-25,Masculino,Paraná
2024-08-08 18:47:29.377307,Chá de Camomila,Chás Artesanais,8.9,3,Elizabeth Mendez,56+,Feminino,São Paulo
2024-12-01 11:12:15.084680,Coxinha Vegana,Salgados,10.2,2,Kyle Welch,18-25,Outro,São Paulo
2024-06-17 13:10:24.644602,Bolo de Cenoura,Doces,9.9,2,Robert Woods,36-45,Masculino,Online
2024-01-03 08:44:29.843916,Chá Verde,Chás Artesanais,8.5,3,Virginia Henderson,26-35,Masculino,São Paulo
2024-09-04 20:51:01.191330,Empada de Palmito,Salgados,9.8,4,Matthew Hunt,56+,Outro,Brasília
2024-12-29 02:22:04.740977,Café Arábica,Cafés Especiais,12.9,1,Alex Hernandez,18-25,Masculino,Paraná
2024-01-26 02:12:04.662369,Café Robusta,Cafés Especiais,10.9,4,Donald Terry,56+,Masculino,São Paulo
2024-04-04 12:10:37.206477,Chá de Hibisco,Chás Artesanais,9.2,3,Mrs. Bethany Phillips,18-25,Outro,Paraná
2024-02-14 23:53:56.055497,Empada de Palmito,Salgados,9.8,1,Jonathan Brooks,36-45,Feminino,Paraná
2024-08-24 03:12:37.240563,Café Orgânico,Cafés Especiais,14.5,3,Trevor Johnson,56+,Masculino,São Paulo
2024-01-09 02:33:56.333108,Coxinha Vegana,Salgados,10.2,3,Vincent Reyes,56+,Feminino,São Paulo
2024-09-22 20:29:51.806163,Quiche de Alho-poró,Salgados,11.0,2,Kelly Edwards,36-45,Masculino,Brasília
2024-05-25 17:51:16.415523,Chá de Hibisco,Chás Artesanais,9.2,1,Adam Vaughan,46-55,Masculino,Online
2024-10-07 22:31:13.968194,Empada de Palmito,Salgados,9.8,2,Stephen Davis,18-25,Masculino,Paraná
2024-09-18 18:36:17.491233,Quiche de Alho-poró,Salgados,11.0,1,Mr. Anthony Mcconnell PhD,18-25,Masculino,Online
2024-08-25 04:10:15.555976,Cookie,Doces,6.8,3,Nicole Herring,46-55,Masculino,São Paulo
2024-02-15 09:07:16.401578,Chá de Camomila,Chás Artesanais,8.9,3,Elizabeth Sharp,36-45,Masculino,Brasília
2024-04-05 12:48:10.746835,Chá de Camomila,Chás Artesanais,8.9,4,Eric Thomas,26-35,Masculino,Paraná
2024-10-02 02:58:00.252507,Coxinha Vegana,Salgados,10.2,1,Raymond Quinn,46-55,Feminino,São Paulo
2024-03-02 09:25:46.399911,Cookie,Doces,6.8,2,Robert Montgomery,26-35,Outro,Brasília
2024-05-04 12:07:19.946842,Empada de Palmito,Salgados,9.8,4,Richard Washington,18-25,Outro,São Paulo
2024-10-17 03:08:54.296154,Cookie,Doces,6.8,4,Samantha Terry,56+,Feminino,Brasília
